,hoax,link,timestamp
1418,Vamos Ver Se e Verdade Mesmo. Netflix tá dando 1 ano de assinatura grátis!! entrem no link pfv,https://www.boatos.org/entretenimento/netflix-um-ano-assinatura-gratis.html,2017-05-06 14:34:55
1419,"Olá, sou o Jélysson, diretor do WhatsApp Messenger, esta mensagem é para informar a todos os nossos usuários que temos apenas 530 contas disponíveis para novos celulares, e que, recentemente nossos servidores ficaram congestionados. Então, nós estamos pedindo a sua ajuda para resolver este problema. Precisamos de você. Nossos usuários ativos devem transmitir essa mensagem para cada uma das pessoas da sua lista de contatos, a fim de confirmar os nossos usuários ativos, se você não enviar esta mensagem para todos os seus contatos, sua conta permanecerá inativa, com a consequência de perder todos os seus contatos. O símbolo de renovação, aparecerá automaticamente em seu smartphone, aparecem com a transmissão da mensagem. O smartphone será atualizado dentro de 24 horas, contará com um novo design, uma nova cor para bate-papo e seu ícone muda de verde para azul.Whatsapp se tornará pago, a menos que você é um usuário frequente. Se você tem pelo menos 10 contatos envie este sms e logo se tornará vermelho para indicar que você é um usuário freqüente Amanhã começam a receber mensagens para 0,37 centavos. Envie esta mensagem para mais de 9 pessoas a partir de seus contatos .  Confirmando este é o novo ícone Envie para todos os seus contatos para atualizar o aplicativo. ATENCÃO Se achar que é mentira veja vc mesmo no googleOlá , o Whatsapp sera cancelado a partir do dia pois foi vendido para o FACEBOOK.Para que não seja cancelado, envie esta mensagem para 20 ou mais contatos, após a confirmação do envio o ícone ficará azul e você poderá usar o What’sBook normalmente.Obrigado!Equipe WhatsBook. Ja acabarão as mensagens gratis, amanha começarão a cobrar por whatsapp a 0.37 Reenvie esta mensagem a mais de 9 pessoas dos seus contatos, e tera gratuito por toda a vida. Fique atento na bolinha, pois ela ira ficar verde, faça e veja, (oBs) isso vez ou outra aparece no meu zap”",https://www.boatos.org/tecnologia/jelysson-diretor-whatsapp-vai-cobrar.html,2017-05-06 00:45:49
1420,"Olá, sou o *Paulo Gama TDR*, diretor do WhatsApp Messenger, esta mensagem é para informar a todos os nossos usuários que temos apenas 530 contas disponíveis para novos celulares, e que, recentemente nossos servidores ficaram congestionados. Então, nós estamos pedindo a sua ajuda para resolver este problema. Precisamos de você. Nossos usuários ativos devem transmitir essa mensagem para cada uma das pessoas da sua lista de contatos, a fim de confirmar os nossos usuários ativos, se você não enviar esta mensagem para todos os seus contatos, sua conta permanecerá inativa, com a consequência de perder todos os seus contatos. O símbolo de renovação, aparecerá automaticamente em seu smartphone, aparecem com a transmissão da mensagem. O smartphone será atualizado dentro de 24 horas, contará com um novo design, uma nova cor para bate-papo e seu ícone muda de verde para azul.se tornará pago, a menos que você é um usuário frequente. Se você tem pelo menos 10 contatos envie este sms e logo se tornará vermelho para indicar que você é um usuário freqüente Amanhã começam a receber mensagens para WhatsApp para 0,37 centavos. Envie esta mensagem para mais de 9 pessoas a partir de seus contatos   Confirmando este é o novo ícone  Envie para todos os seus contatos para atualizar o aplicativo. ATENCÃO Se achar que é mentira veja vc mesmo no googleOlá , ele sera cancelado a partir do dia pois foi vendido para o FACEBOOK.Para que  não seja cancelado, envie esta mensagem para 20 ou mais contatos, após a confirmação do envio o ícone ficará azul e você poderá usar o What’sBook normalmente.Obrigado!Equipe WhatsBook. Ja acabarão as mensagens gratis, amanha começarão a cobrar por whatsapp a 0.37 Reenvie esta mensagem a mais de 9 pessoas dos seus contatos, e tera gratuito por toda a vida. Fique atento na bolinha, pois ela ira ficar verde, faça e veja, (oBs) isso vez ou outra aparece no meu zap”",https://www.boatos.org/tecnologia/paulo-gama-tdr-whatsapp-pago.html,2017-05-06 00:26:25
1421,"Olá pessoal, tudo bem? Meu nome é Anderson, eu trabalho com computador e tenho uma vasta experiência sobre vírus. Eu quero explicar aos contatos aí, pra quem quiser passar aos grupos adiante tá, sobre essa notificação que tá vindo dizendo que é um administrador do WhatsApp. Galera isso é um vírus de computador, ele vai entrar no telefone de vocês, ele vai apagar copiar os contatos de vocês, ele tem um código de rastreamento se vocês puxarem esse número na internet, quem tem conhecimento, vai ver que isso vem de um presídio.  Então por favor, não repassem essa mensagem, quando vocês receber essa notificação do WhatsApp que o WhatsApp tá congestionado que só tem 530 conta e não sei o que, não repassem ok, apaguem. No momento que vim a mensagem já apague, não repasse pros seus familiares, não repassem pros seus amigos. Repassem esse áudio que eu tô mandando agora pra vocês, mandem pros grupos, mande pra família, mande pros contatos, eu trabalho com computador eu tenho uma vasta experiência sobre vírus, já formatei vários celulares devido a notificações do Facebook, do Messenger, do WhatsApp.  Então não repassem essa notificações do WhatsApp, o WhatsApp é de graça, vai ser de graça sempre, esse foi o contrato feito com a justiça brasileira então não tem problema nenhum. Não repassem essa mensagem ok, é um vírus de computador, criado no presídio pra clonar qualquer dados que vocês tiverem no email de vocês conectados no celular. Então boa noite, não repassem essa mensagem, apaguem, apaguem, qualquer notificação que chegar apaguem. Mandem esse áudio pra quantas pessoas vocês quiserem pras pessoas não perderem seus contato, seu email e seu telefone, ok?  ATENÇÃO: Após Whatsapp sair do ar, mensagem com vírus está sendo divulgada! [...] está circulando uma mensagem muito estranha, o que está preocupando alguns usuários, já que seu conteúdo é um vírus para pegar dados dos celulares. O conteúdo da mensagem informa que os usuários precisam compartilhar o que receberam O texto é longo e nele consta a informação de quem está usando o aplicativo deve compartilhar a mensagem se não quiser ficar sem os seus contatos, dentre outras coisas. A mensagem foi criada para espelhar um vírus no aparelho das pessoas, por isso deve-se tomar muito cuidado com o que é recebido e não acreditar em qualquer coisa que lê [...]",https://www.boatos.org/tecnologia/mensagem-fim-whatsapp-virus-boato.html,2017-05-05 23:55:38
1422,"MULHER CORTA O ÓRGÃO GENITAL DE SEU FILHO DE 2 ANOS PARA PROTESTAR A FAVOR DA IDEOLOGIA DE GÊNERO. Uma notícia chorou o mundo nesses últimos dias. Na frança, uma mulher decepou o órgão genital de seu filho de 2 anos para protestar a favor da ideologia de gênero. A mulher identificada como Monique Madeleine foi presa em flagrante após denúncias de seus vizinhos que ouviram o choro e os gritos de Marlon, seu filho de 2 anos que foi vítima de um ataque insano e inconsequente da própria mãe. Segundos testemunhas, não é a primeira vez que Monique comete atrocidades contra seu filho, relatos afirmam que ela obrigava o seu filho a vestir roupas femininas e usar batom, com o intuito de “desconstruir conceitos”... Infelizmente os médicos não conseguiram reimplantar o órgão, e a criança precisará de auxílio psiquiátrico no futuro. A acusada permanece presa e se condenada, pode pegar até 8 anos de prisão por lesão corporal grave.",https://www.boatos.org/mundo/mulher-corta-orgao-genital-filho.html,2017-05-05 23:33:56
1423,"*Utilidade Pública* JAC Motors baixou a empresa junto à Receita Federal do Brasil, ou seja, salve-se quem puder! Se vc tem ou conhece alguém que tem carro dessa marca, venda enquanto é tempo! A tragédia já está anunciada!",https://www.boatos.org/brasil/jac-motors-encerrar-atividades-brasil.html,2017-05-05 18:37:50
1424,"URGENTE: Maia abre caminho para cancelar as eleições de 2018. O presidente da Câmara dos Deputados, Rodrigo Maia (DEM-RJ), mandou instalar, na tarde desta quinta-feira, uma comissão especial para analisar uma proposta de emenda constitucional, apresentada pelo deputado Marcelo Castro (PMDB-PI), que estabelece a simultaneidade nas eleições para todos os cargos majoritários. Com isso, abre-se o caminho para a anulação das eleições presidenciais de 2018 e a disputa poderia ocorrer apenas em 2020, quando haverá eleição para as prefeituras.",https://www.boatos.org/politica/eleicoes-2018-canceladas-maia.html,2017-05-05 00:35:23
1425,"Vacina contra o diabetes é anunciada oficialmente e mundo comemora notícia.  O FDA (Food and Drug Administration, que significa Administração de Comidas e Remédios) deu o aval para que alguns testes fossem feitos na fase intermediária. O teste foi realizado em 150 adultos que tinham a doença em estágio avançado. A vacina recebeu nome oficial de bacilo calmetee-Guerin (BCG). No dia 19 de março, foi feito o anúncio da aprovação da vacina. A principal responsável pelo estudo, Dra. Denise Faustman, do Laboaratório de Imunobiologia do Hospital Geral de Massachusetts, foi responsável por fazer o comunicado para à sociedade. O comunicado foi feito no estado de Boston. A vacina aumenta de forma temporária, uma substancia que tem o nome de TNF (Fator Necrose Tumoral), e é exatamente os níveis elevados dessa substancia, que conseguem eliminar do sangue, aquelas células que tem o poder de prejudicar aqueles que são portadores do diabetes tipo 1...",https://www.boatos.org/saude/vacina-diabetes-anunciada.html,2017-05-04 21:12:12
1426,G1 – Triste notícia aos milhões de usuários do aplicativo. O aplicativo encerra suas operações nessa sexta-feira dia 05/05/2017 o diretor e também do aplicativo como também dono do aplicativo Facebook disse nessa quarta feira que o aplicativo sera retirado do mercado por conta de muitos processos na justiça.  Milhões de pessoas já ficaram sem o aplicativo nessa quarta feira dia 03/05/2017 devido a crescente queda no aplicativo Facebook e várias demandas na justiça chega o fim de uma franquia milhonaria chamada Whatsap Menseger. Texto Laurindo Miotinezze Junior.,https://www.boatos.org/tecnologia/whatsapp-encerra-suas-operacoes.html,2017-05-04 20:56:05
1427,"Amanhã, às 6 horas eles estão terminando WhatsApp e você tem que pagar para abri-lo, isso é por lei. Esta mensagem é para informar todos os nossos usuários, nossos servidores foram recentemente muito congestionados, por isso estamos pedindo que você nos ajude a resolver este problema.  Exigimos que nossos usuários ativos enviem esta mensagem para cada uma das pessoas da sua lista de contatos para confirmar nossos usuários ativos. Se você não enviar esta mensagem para todos os seus contatos, começará a cobrar. Sua conta permanecerá inativa com a conseqüência de perder todos os seus contatos. Mensagem de Jim Balsamic (CEO da WhatsApp), tivemos um uso excessivo de Nomes de usuário no Messenger. Nós Estão a solicitar a todos os utilizadores que Para toda a lista de contatos. Se vocês Não reencaminhar esta mensagem, teremos Como sua conta é inválida e será excluída dentro das próximas 48 horas. Por favor NÃO ignore esta mensagem ou whatsapp Não reconhecerá mais a sua ativação. Se você deseja reativar sua conta depois",https://www.boatos.org/tecnologia/amanha-6h-whatsapp-acabado.html,2017-05-04 20:28:42
1428,"FARINHA DE TRIGO.   Uma vez eu estava cozinhando milho verde e quando coloquei o garfo na água fervendo para ver se o milho estava pronto, sem querer, acabei queimando a mão toda com água fervendo...  Um amigo meu que era veterano de guerra no Vietnam, estava lá em casa e ele me perguntou se eu tinha e onde estava a farinha de trigo... Eu mostrei a ele, que tirou o pacote e enfiou minha mão inteira dentro e disse pra eu conservar a mão na farinha por 10 minutos, o que eu fiz.  Diz ele que, no Vietnam, um camarada estava incendiado e, no pânico, os companheiros jogaram um saco de farinha nele todo, o que apagou o fogo, isto não só apagou o fogo, mas ele não teve nem sequer um bolha!!! Encurtando a estória, eu pus minha mão no saco de farinha por dez minutos, e quando a retirei não tinha nem uma mancha vermelha nem bolha e NEM DOR ALGUMA!!!  Agora, eu mantenho um pacote na geladeira e toda vez que me queimo eu uso a farinha e NUNCA tive uma bolha nem cicatriz nem nada. A farinha gelada é melhor ainda do que a com temperatura ambiente. Mantenha um saco de farinha de trigo na sua geladeira, você ficará feliz de assim ter feito, eu que o diga. Experimente e verá que é verdade. Lembre de pôr a parte queimada diretamente na farinha, não enxague em água fria primeiro. DIRETO NA FARINHA POR DEZ MINUTOS E VOCÊ >  EXPERIMENTARÁ ESTE MILAGRE.  Fundação UCS – Hospital Geral de Caxias do Sul",https://www.boatos.org/saude/farinha-de-trigo-serve-queimaduras.html,2017-05-04 02:41:29
1429,"Fotos tiradas em MARACAIBO, na VENEZUELA. O fenômeno tb foi visto em MEDELLIN, na COLOMBIA. Foi tirada hoje em Maracaibo Venezuela, uma nuvem em forma da imagem de Cristo e os Anjos ao seu redor. As profecias estão se cumprindo.",https://www.boatos.org/religiao/nuvens-jesus-cristo-anjos-venezuela.html,2017-05-03 19:10:28
1430,"MAÇÃ COM PARAFINA !!!!!!!!!!!!!!!!!!!!!!!!!!! Resolvi raspar a casca da maçã por acaso e olha o que eu descubro. O pior é que já comi umas duas. Comprada no Dia, economia que não vale a pena. A vitamina está na casca? Maça com parafina. Por isso não devemos comer cascas das frutas ,alem de agrotóxicos. Esse vídeo mostra uma prática de passar parafina na maçã para que fique mais bonita na vitrine dos supermercados.  Mesmo lavando ela não vai sair e você vai acabar ingerindo. Portanto tenha o cuidado de raspar a maçã antes de consumir",https://www.boatos.org/saude/maca-com-parafina.html,2017-05-03 18:38:23
1431,"Dilma e seu namorado, James Green (só pode ser trans) em lua de mel. Se até ela consegue você não pode perder as esperanças! Segundo jornais, Dilma está namorando e vai noivar (tipo Marta Suplicy com aquele argentino, foi só o dinheiro acabar que ele sumiu), a vítima..ops, o noivo é James Naylor Green, historiador e ativista LGBT nos EUA. Dilma Rousseff está namorando e vai noivar. O desgraçado ops! O noivo é o James Naylor Green, de 66 anos, historiador especializado em estudos latino-americanos, brasilianista e ativista dos direitos LGBT norte-americano. A notícia deixou as redes sociais em polvorosa.",https://www.boatos.org/politica/dilma-casar-james-naylor-green.html,2017-05-03 18:16:03
1432,"Boa tarde aqui é Tia Simone da perua. Minha monitora Yasmin ao pegar as crianças no Franklin uma das crianças pegou uma bala e disse que tinha ganhado e ao ganhar o menino disse que a bala era especial. Como esta acontecendo esse negócio de baleia azul é realmente verdade. Minha monitora desconfiou do “presente” e pegou a bala , abriu a bala e jogou na água e quando ela pegou a bala inchou pois estava cheio de chumbinho. Essas são as foto que ela tirou oriente as crianças a não aceitar bala de ninguém , nem mesmo conhecido. Principalmente em escolas e redondezas. Repasse isso aconteceu na escola Franklin aqui em Vicente de Carvalho.",https://www.boatos.org/brasil/bala-chumbinho-baleia-azul.html,2017-05-03 02:15:34
1433,"Pessoas vestido de branco vao passar de casa em casa pra medir a glicose, nao deixa e pq sao um grupo de aideticos pra transmitir o virus sao a mando da baleia azul compartilhem O Alerta foi feito hoje pela policia militar, Segue a mensagem: Amigos e populares, a vigilância Sanitária e a PM acabam de informar que um grupo de Aidéticos está em varias cidades abordando as pessoas pra elas fazerem a medição da glicose: se vc for abordado, DENUNCIE ligue 190! Este suposto teste está passando o vírus HIV... Repasse para os teus contatos... Obs: Eles estão se passando por um grupo de enfermeiros estudantes. CUIDADO! É muito sério isso! Vamos espalhar para outros grupos...",https://www.boatos.org/brasil/pessoas-aids-baleia-azul.html,2017-05-02 21:58:36
1434,"BB Informa: Prezado cliente, evite o bloqueio imediato do seu cartao e senhas, acesse: www.agenda-bb.info/bb ou procure sua agencia, conta pendente. BB Informa: Agendamento de saque sem cartão em sua conta, R$ 550,00 local SP-1290 correios para o dia 14/03/2017, acesse: www.agenda-bb.info/bb para cancelar.",https://www.boatos.org/brasil/bb-sms-saque-bloqueio.html,2017-05-02 16:38:31
1435,"ACABA-SE A LIBERDADE RELIGIOSA.  Russia probiu qualquer forma de religião e muito em breve esta ordem será universal:  Uma nova lei foi assinada esta semana pelo Presidente Putin declarando que: 1) Os visitantes estrangeiros não estão autorizados a pregar nas igrejas a menos que tenham uma “permissão de trabalho” das autoridades russas.  2) Se um amigo ou parente que não seja Russo deseja compartilhar sua fé em sua casa, o visitante será multado e expulso do país.  3) Toda discussão sobre Deus com os não crentes serão consideradas atividade missionária e será punida.",https://www.boatos.org/religiao/russia-proibiu-religiao-boato.html,2017-05-02 00:09:32
1436,"O ESCÂNDALO QUE TODO MUNDO SUSPEITAVA!!! Talvez, isso explique a razão do jogador Potkker ter declarado a seguinte frase: “Se as pessoas soubessem o que aconteceu na Final do Paulistão de 2017, ficariam enojadas”. Todos os jogadores ficaram chocados e tristes por terem que entregar o jogo contra o Corinthians! O que está exposto abaixo é a notícia em primeira mão que está sendo investigada por rádios e jornais de todo o Brasil e alguns estrangeiros, mais especificamente Wall Street Journal of Americas, Lance, e o Gazzeta delo Sport, e deve sair na mídia em breve, assim que as provas forem colhidas e confirmarem os fatos... A princípio muito contrariados, os jogadores se recusaram a trocar o Paulistão por dinheiro! A aceitação veio através do pagamento total dos prêmios, RS$700.000,00 para cada jogador, mais um bônus de RS$400.000,00 para todos os jogadores e integrantes da comissão técnica, num total de RS$ 23.000.000,00 vinte e três milhões de reais) através da CBF. Mesmo assim, Potkker se recusou a jogar, mas foi obrigado pelo seu técnico Gilson Kleina!... O Sr. Marco Polo Del Nero, presidente da CBF, aplaudiu a colaboração da equipe de Campinas! Garantiu que a Ponte teria seu caminho facilitado no Brasileirão 2017! Vamos repassar essa mensagem para o maior número possível de pessoas, para que todos possam conhecer a sujeira que ronda o futebol!",https://www.boatos.org/esporte/ponte-preta-vendeu-cbf-corinthians.html,2017-05-01 20:32:49
1437,"Demoro para a cut e os vermelhinhos descobrir que Lula é ladrão, coisa. Que quase todos já sabiam adeus Lula ladrão vagabundo e cachaceiro. acredite se quiser, a CUT, durante a greve de sexta na Avenida Paulista pediu a prisão de Lula!!!!! Até a Cut já está pedindo a prisão do LULA, será que acordaram e perceberam que o Lula é igual aos demais ladroes corruptos? Em evento da CUT sindicalista arrependido pede a prisão de Lula e plateia apoia (veja o vídeo).  Inacreditável, mas é verdade. No braço mais forte do PT, a Central Única dos Trabalhadores (CUT), Lula não obtém mais o apoio de outrora e já tem gente pedindo a sua prisão. Alguns sindicalistas da CUT já começam a reconhecer que o ex-presidente Luiz Inácio Lula da Silva é um criminoso e traidor. Num evento deste final de semana, um sindicalista conseguiu se apoderar do microfone e num rápido discurso clamar pela prisão do petista. O mais impressionante foi a adesão do público: ‘Lula ladrão, o seu lugar é na prisão’.",https://www.boatos.org/politica/cut-pede-prisao-lula.html,2017-05-01 15:35:23
1438,PERIGO. Descobri que todo cofre de hotel é aberto com uma senha padrão 000000. Eu tranquei meu cofre com uma senha particular. Mas digitando 000000 ele abre. MUITO CUIDADO! COMPARTILHEM! 000000 senha padrão digite 6 vezes o número (0) e abra qualquer cofre de hotel ou seja não é seguro,https://www.boatos.org/brasil/cofre-hotel-senha-seis-zeros.html,2017-05-01 03:57:15
1439,"Mulher de Moro tem nome ligado a esquema de corrupção de R$ 450 milhões desviados das APAEs.  O jornalista Luis Nassif denuncia a existência de um grande esquema de corrupção, envolvendo uma verba de R$ 450 milhões liberada pela Secretaria de Educação do Paraná, comandada na época pelo ex-senador Flávio Arns, para integração dos alunos das APAEs... O esquema de corrupção envolvia ainda ações das APAEs no Tribunal de Justiça do Paraná, todas comandadas por um sobrinho de Flávio Arns, Marlos Arns, e a esposa do juiz Moro fazia parte do Jurídico dessas APAEs.",https://www.boatos.org/politica/mulher-moro-corrupcao-apae.html,2017-05-01 00:01:11
1440,"CRIADOR DO BALEIA AZUL É ESPANCADO NA PRISÃO E QUASE MORRE – VEJA AQUI. Ele é obrigado a dizer várias vezes enquanto apanha que é monstro. Mal acaba de entrar na sela , e jovem é espancado. Enquanto apanhava, o jovem criador do jogo, que estava nu, é obrigado pelos agressores a dizer que é monstro. “Eu sou um monstro sem vergonha. Tarado sem vergonha”, diz a vítima durante seção de espancamento. Ele teve o intestino perfurado e foi socorrido , levado ao Hospital de Urgências , onde alguns profissionais , recusaram atendimento, o qual só foi realizado devido imposição pela policia, caso contrario o jovem poderia ter morrido , disse o Secretario de Administração Penitenciária e Justiça, o detento já teve alta médica e está isolado em uma cela no presídio. Colegas dão socos e chutes na vítima por cerca de dez minuto, Secretaria diz que caso não se trata de agressão, mas de uma iniciação e não sera investigado. A vitima é o homem responsável pela criação do jogo macabro:O russo Philip Budeikin, de 21 anos. A agressão ocorreu no dia 28 deste mês. As imagens mostram que ao menos dez homens assistiam enquanto o preso era espancado. Um cabo de vassoura foi usado durante o crime. Segundo o superintendente de Segurança Prisional do presídio, o crime será investigado.",https://www.boatos.org/mundo/criador-baleia-azul-preso-espancado.html,2017-04-30 19:58:53
1441,"‘Olá!Tenho um Corcel II 1986 a álco e sou cliente dos posto Shell. Não abasteço em nenhum otro posto há mais de 5 ano. Tô escrevendo porque tô com uma dúvida na qual acho que vocês são os mais indicado a me ajuda. A questã é que tô progamando uma viage para domingo dia 27/10. Nesse dia será realizado o 2o turno das eleição e mais uma vez vai tê a proibição de venda de alco da meia noite até a meia noite de domingo. A chamada lei seca. Mas o trajeto que pretendo percorre no domingo é muito maior do que cabe de alco no tanque do meu carro, já que não vai tê venda de alco, vô te que carrega em alguma vasilha o resto que segundo meus cálculo é um tanque e meio quase 100 litro . Gostaria de sabe qual a vasilha mais segura pra transporta o alco ou se tem alguma outra solução pro meu pobrema. Pensei em talvez abastece com gasolina por que a proibição de venda é so de alco pelo que eu vi. Caso a solução seja mesmo a de transporta o combustive a se usado, gostaria de sabe se algum posto de vocês na região da Grande ABC poderia faze um desconto por que eu vo está comprando mais de 150 Litro de alco no sábado. Conto com a ajuda de vocês. Assinado: Luis Inacio da Silva Torneiro Mecânico – São Bernardo do Campo/SP’ Resposta da SHELL: Prezado Sr. Luis Inácio da Silva Em retorno à sua carta, gostaríamos de esclarecer que a lei a que o senhor se refere, proíbe apenas a venda de bebidas alcoólicas nos dias de eleições e não a de combustíveis automotores. Shell Brasil S.A. Petróleo",https://www.boatos.org/politica/lula-carta-shell-lei-seca.html,2017-04-30 16:21:20
1442,"Essa Merece o OSCAR!  FRASE DA SEMANA – Niemayer dá show  Aniversário de 102 anos.  “Projetar Brasília para os políticos que vocês colocaram lá, foi como criar um lindo vaso de flores prá vocês usarem como penico. Hoje eu vejo, tristemente, que Brasília nunca deveria ter sido projetada em forma de avião, mas sim de Camburão”( Oscar Niemeyer )",https://www.boatos.org/politica/niemeyer-brasilia-formato-de-camburao.html,2017-04-29 22:48:30
1443,Estão abertas as inscrição para realização de cirurgia de Catarata gratuitas no Instituto Benjamin Constant. Interessados devem comparecer ao local de 8h às 16h com identidade e laudo médico indicando a necessidade de cirurgia (pode ser laudo de clínica particular). Endereço Av. Pasteur 350 Urca.  Obs: NÃO precisa chegar de madrugada 8h às 16h na recepção. Divulguem!!!!!,https://www.boatos.org/saude/cirurgia-catarata-benjamin-constant.html,2017-04-29 02:50:10
1444,"A PENSÃO ESPECIAL DE ROBERTO REQUIÃO R$ 452.667,63 MIL/MÊS.  RELATOR DA LEI DE ABUSO DE AUTORIDADE",https://www.boatos.org/politica/roberto-requiao-pensao-mes.html,2017-04-27 21:01:18
1445,"Se Temer e o Congresso insistirem em abafar a Lava Jato, haverá intervenção militar! GENERAL- “Se Temer vacilar vai ter intervenção sim.” Em comunicado interno ao jornal VALOR, General Villas Boas (Comandante do Exército Brasileiro) afirma: “Se o Planalto e o Congresso insistirem nessa irresponsável tentativa de inviabilizar a Lava Jato, a história vai se repetir no Brasil, e não será como farsa. Portanto, espera-se que o presidente Michel Temer tenha um mínimo de juízo e não ouse levar adiante essa injustificável iniciativa”.",https://www.boatos.org/politica/general-villas-boas-intervencao.html,2017-04-27 20:07:49
1446,"Desenho infantil incentivando o SUICÍDIO, em breve na TV. O mal não se disfarça mais, o alvo principal sempre são as crianças, a PEDOFILIA será legalizada logo... Um desenho animado para crianças incentivando ao suicídio, será lançado nos cinemas.  Enquanto as pessoas se afastam cada vez mais de Deus, nosso inimigo invisível (que muitos não acreditam que exista) trabalha silenciosamente para acabar com sonhos.",https://www.boatos.org/entretenimento/desenho-infantil-suicidio-tv.html,2017-04-27 19:43:14
1447,"É uma alerta, nunca levar o celular direto na cabeça, Atenda primeiro e depois aproxime.o da cabeça...o que as ondas fazem aos caroços de pipocas ..É assustador...",https://www.boatos.org/tecnologia/nao-leve-celular-cabeca-radiacao-boato.html,2017-04-27 02:01:37
1448,"*Óla sou assistente do WhatsApp estou passando aqui para avisar que o WhatsApp vai sair do ar dia 03/05/17* *Motivo( Grupos da Baleia azul no* *WhatsApp ) o aplicativo irar ficar fora do ar em 10 Dias* Repasse para amigos e grupos para que todos sejam informados *Justiça brasileira determina o bloqueio do whatsapp por ordem judiciária vai vir uma mensagem no seu celular para vc atualizar o seu whatsapp por favor não atualize. pq assim que vc atualizar irá bloquear automaticamente e vc não vai mais conseguir entrar.* *Muitas pessoas já fizeram isso é foi bloqueado, repasse essa msg para todos que puder não vamos deixar isso acontecer. Informações no site da justiça brasileira que determinou o bloqueio do whatsapp: folha.uol.com.br por favor repasse.*",https://www.boatos.org/tecnologia/whatsapp-sair-ar-baleia-azul.html,2017-04-26 17:59:19
1449,"Juiz da Lava Jato Sergio Moro (PSDB) jantando com Temer (PMDB) (40 milhões em propinas na Odebrecht) e Rodrigo Maia (DEM) (10 milhões).  MAIS FOTO DO JUSTICEIRO MORO, SE CONFRATERNIZANDO COM BANDIDOS.",https://www.boatos.org/politica/sergio-moro-jantando-temer.html,2017-04-25 15:37:09
1450,Conhece?  Está perdida na Av Brasil ela está no ambulatório leonor de Freitas  Envia para os grupos vê se alguém conhece  Mandaram para mim agora pediram para compartilhar,https://www.boatos.org/brasil/menina-cinco-anos-esta-perdida.html,2017-04-24 22:58:16
1451,"Exclusivo: Exército nas ruas de Curitiba para proteger Sérgio Moro e a DEMOCRACIA! Curitiba, dia 03 de maio,  não será tomada pelo exército vermelho de Stédile, Chicão e Eva Dal Schiavon. Estará protegida pela Força Militar da 5a Brigada de Cavalaria Blindada, estacionada em Ponta Grossa, há menos de 100 km do teatro de operações.  ... 5 mil homens altamente treinados, comandados pelo General Combatente Jorge Roberto Lopes Fossi  darão o ritmo de como os “forasteiros” deverão se comportar diante do Foro Federal de Curitiba... As ameaças disparadas nas redes sociais contra o Juiz Sérgio Moro, partidas da mais abjeta militância defensora da corrupção, pilhagem e fragmentação do Estado de Direito, sucumbirão diante da altivez e da coragem dos brasileiros destacados para defender a verdadeira democracia. O recado está dado! ... O Exercito brasileiro, braço forte-mão amiga, chegou para dar as boas vindas aos vagabundos que irão à Curitiba, 3 de Maio, tentar criar problemas no interrogatório do Lula.",https://www.boatos.org/politica/exercito-curitiba-moro-lula.html,2017-04-24 20:40:34
1452,"Ex árbitro José Roberto Wright flagrado roubando bacalhau... Nosso povo está desacreditado . Ou seria que, apenas uns poucos expoentes que contaminam a nação???? Precisamos repensar nossos princípios e fortalecer estes ensinamentos ao nossos. O povo precisa de educação que é a base do caráter. É triste ver esta cena abaixo VERGONHA!!! O ex árbitro José Roberto Wright, é flagrado, roubando BACALHAU, no Mercado, quis peitar o segurança e aí final pede desculpas, para não ir em CANA!!! Acostumado a roubar dentro de campo, agora ataca super mercados, ex árbitro José Roberto Wright",https://www.boatos.org/esporte/jose-roberto-wright-bacalhau.html,2017-04-24 02:57:59
1453,"No Hotel Tivoli em Lisboa, tirada hoje, dia 21/4/2017. Gilmar Mendes e Arlindo Chinnaglia, presidente do STE e líder petista, encontram-se fora do país para negociar absolvição de Dilma...",https://www.boatos.org/politica/gilmar-mendes-chinaglia-portugal.html,2017-04-23 16:38:55
1454,"NÃO ATENDA ESTE NÚMERO DE JEITO NENHUM. PASSE PARA O MAIOR NÚMERO DE PESSOAS. NÃO ATENDA LIGAÇÃO DO CELULAR DE NÚMERO:         *(31)  99778-9305*. TODOS OS NÚMEROS QUE ESTÃO ATENDENDO, ESTÃO SENDO CLONADOS NA BALEIA AZUL. REPASSA Não custa nada",https://www.boatos.org/brasil/telefones-clonados-baleia-azul-031.html,2017-04-21 19:21:32
1455,"Gente Tome Cuidado Essas Mulhereres,ALINE BEZERROS e Gabriela Silva.Elas Estão Mandando Solicitações Para Todo Mundo No Face E Tão Colocando No Grupo Da Baleia Azul.. Nao Aceitem elas. (Quem Poder Compartilha)",https://www.boatos.org/brasil/meninas-jogo-baleia-azul-facebook-boato.html,2017-04-21 16:55:05
1456,"Obrigado pelos bilhetes! Azul está oferecendo gratuitamente 2 bilhetes para todos em seu aniversário. Obtenha seus bilhetes grátis agora. 1.2 bilhetes por pessoa. OOCADE.US Olá, Carol. As promoções são disponibilizadas em nosso site. Cadastre seu e-mail e fique por dentro das promoções que surgirem. Obrigado.",https://www.boatos.org/brasil/azul-bilhetes-aereos-gratis.html,2017-04-20 22:50:34
